"bibliography.congress classifications","bibliography.languages","bibliography.subjects","bibliography.title","bibliography.type","metadata.downloads","metadata.id","metadata.rank","metadata.url","bibliography.author.birth","bibliography.author.death","bibliography.author.name","bibliography.publication.day","bibliography.publication.full","bibliography.publication.month","bibliography.publication.month name","bibliography.publication.year","metadata.formats.total","metadata.formats.types","metrics.difficulty.automated readability index","metrics.difficulty.coleman liau index","metrics.difficulty.dale chall readability score","metrics.difficulty.difficult words","metrics.difficulty.flesch kincaid grade","metrics.difficulty.flesch reading ease","metrics.difficulty.gunning fog","metrics.difficulty.linsear write formula","metrics.difficulty.smog index","metrics.sentiments.polarity","metrics.sentiments.subjectivity","metrics.statistics.average letter per word","metrics.statistics.average sentence length","metrics.statistics.average sentence per word","metrics.statistics.characters","metrics.statistics.polysyllables","metrics.statistics.sentences","metrics.statistics.syllables","metrics.statistics.words"
"PR","en","Atlantic Ocean -- Fiction;Crusoe, Robinson (Fictitious character) -- Fiction;Adventure stories;Shipwreck survival -- Fiction;Castaways -- Fiction;Islands -- Fiction","The Life and Adventures of Robinson Crusoe","Text","5140","521","43","https://www.gutenberg.org/ebooks/521","0","1731","Defoe, Daniel","6","April 6, 2010","4","April","2010","7","text/html,text/plain; charset=utf-8,text/plain; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","24.0","8.55","7.0","6734","19.3","46.11","22.0","7.5","3.1","0.10530021393955503","0.47691803683950124","4.3","50.0","0.02","519352","2113","2396","153371.7","120813"
"PR","en","Pastoral poetry,English poetry -- 18th century","Songs of Innocence, and Songs of Experience","Text","5115","1934","44","https://www.gutenberg.org/ebooks/1934","1757","1827","Blake, William","25","December 25, 2008","12","December","2008","7","text/html,text/plain; charset=utf-8,text/plain; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","11.2","10.68","6.52","690","6.0","86.03","9.600000000000001","13.5","3.1","0.13704874290797575","0.5125445559491018","4.82","19.0","0.05","27028","24","283","6803.1","5602"
"PQ","en","French essays -- Translations into English","Essays of Michel de Montaigne — Complete","Text","5056","3600","45","https://www.gutenberg.org/ebooks/3600","1533","1592","Montaigne, Michel de","17","September 17, 2006","9","September","2006","8","application/x-mobipocket-ebook,image/jpeg,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,text/plain","20.5","11.09","6.61","36163","15.8","49.83","17.2","11.0","8.8","0.1433959400389251","0.5253461387990033","4.79","38.0","0.03","2518187","17948","13566","745985.7","525749"
"PQ","en","Epic poetry, Italian -- Translations into English;Italian poetry -- To 1400 -- Translations into English","The Divine Comedy by Dante, Illustrated","Text","4973","8800","46","https://www.gutenberg.org/ebooks/8800","1265","1321","Dante Alighieri","1","September, 2005","9","September","2005","8","image/jpeg,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook","13.9","11.09","6.62","12004","9.5","71.48","12.0","26.5","3.1","0.10851235681394195","0.49442483431831064","4.84","25.0","0.04","525296","931","4318","138464.1","108513"
"PR","en","Ghost stories;Scrooge, Ebenezer (Fictitious character) -- Fiction;Poor families -- Fiction;Christmas stories;London (England) -- Fiction;Misers -- Fiction;Sick children -- Fiction","A Christmas Carol in Prose; Being a Ghost Story of Christmas","Text","4741","46","47","https://www.gutenberg.org/ebooks/46","1812","1870","Dickens, Charles","11","August 11, 2004","8","August","2004","9","image/jpeg,text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/html; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain","9.4","10.21","6.46","3668","6.0","80.62","8.4","13.0","3.1","0.10297132260911637","0.4994608844449129","4.79","16.0","0.06","136753","450","1716","37429.2","28541"
"PR","en","England -- Fiction;Detective and mystery stories;Holmes, Sherlock (Fictitious character) -- Fiction;Private investigators -- England -- Fiction","A Study in Scarlet","Text","4703","244","48","https://www.gutenberg.org/ebooks/244","1859","1930","Doyle, Arthur Conan","1","April, 1995","4","April","1995","8","text/plain; charset=us-ascii,text/plain,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook","9.0","9.8","6.4","5471","7.2","72.16","8.4","11.0","3.1","0.06919942616516865","0.47509671037368656","4.72","16.0","0.06","207047","1127","2669","59502.6","43863"
"PR","en","Jungles -- Fiction;Jungle animals -- Fiction;Feral children -- Fiction;Mowgli (Fictitious character) -- Fiction;Adventure stories, English;Animals -- Fiction;Short stories;India -- Fiction","The Jungle Book","Text","4526","236","49","https://www.gutenberg.org/ebooks/236","1865","1936","Kipling, Rudyard","16","January 16, 2006","1","January","2006","7","text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","8.8","8.7","5.86","4450","5.2","88.06","8.8","9.0","3.1","0.03740099163602172","0.4545637425100307","4.53","17.0","0.06","230331","484","2873","63501.3","50835"
"PG","en","Saint Petersburg (Russia) -- Fiction,Russia -- Fiction,Detective and mystery stories,Psychological fiction","Crime and Punishment","Text","4483","2554","50","https://www.gutenberg.org/ebooks/2554","1821","1881","Dostoyevsky, Fyodor","28","March 28, 2006","3","March","2006","8","text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain","7.9","9.79","5.39","14257","6.0","75.2","7.2","8.0","3.1","0.046716302142544165","0.503362543913968","4.77","13.0","0.07","971506","7095","14828","278055.9","203492"
"PA","en","Classical literature;Epic poetry, Greek -- Translations into English;Achilles (Mythological character) -- Poetry;Trojan War -- Poetry","The Iliad","Text","4443","6130","51","https://www.gutenberg.org/ebooks/6130","-750","-650","Homer","1","September 2006","9","September","2006","11","application/x-mobipocket-ebook,application/prs.tei,text/plain; charset=us-ascii,text/html; charset=utf-8,text/plain,application/octet-stream,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/pdf","14.7","12.31","6.17","16082","9.1","72.5","11.600000000000001","5.5","3.1","0.10970939288906147","0.5226854109617926","5.05","24.0","0.04","957200","2876","7692","252473.4","189422"
"B","en","Philosophy, German;Ethics","Beyond Good and Evil","Text","4347","4363","52","https://www.gutenberg.org/ebooks/4363","1844","1900","Nietzsche, Friedrich Wilhelm","1","August, 2003","8","August","2003","7","text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","21.0","13.94","7.92","10092","16.9","35.95","16.0","11.0","11.2","0.11232784809361654","0.5330417084098305","5.28","35.0","0.03","330833","4344","1779","97875.9","62652"
"PQ","en","Satire,Optimism -- Fiction","Candide","Text","4339","19942","53","https://www.gutenberg.org/ebooks/19942","1694","1778","Voltaire","27","November 27, 2006","11","November","2006","8","text/html; charset=iso-8859-1,text/plain,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook","11.4","11.02","6.78","4984","8.3","69.11","9.600000000000001","10.5","3.1","0.1460440424213166","0.5073950483530955","4.88","19.0","0.05","174417","972","1815","49873.5","35756"
"TJ","en","Steam-boilers, Water-tube","Steam, Its Generation and Use","Text","4297","22657","54","https://www.gutenberg.org/ebooks/22657","0","0","Babcock & Wilcox Company","18","September 18, 2007","9","September","2007","9","application/x-mobipocket-ebook,text/html,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain","14.8","15.14","5.54","8281","8.3","69.11","9.600000000000001","5.5","8.8","0.06752817391808001","0.4375601575874635","5.59","19.0","0.05","760404","8364","6885","189327.6","135920"
"PR","en","Linguistics teachers -- Drama,London (England) -- Drama,Flower vending -- Drama,Social classes -- Drama,Comedies,Speech and social status -- Drama","Pygmalion","Text","4287","3825","55","https://www.gutenberg.org/ebooks/3825","1856","1950","Shaw, Bernard","1","March, 2003","3","March","2003","6","text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain","7.5","9.9","6.13","4041","4.4","84.68","6.800000000000001","6.5","3.1","0.07226004796407746","0.5083710206194251","4.84","12.0","0.08","162315","877","2747","45265.5","33552"
"PR","en","English drama -- Early modern and Elizabethan, 1500-1600","The Complete Works of William Shakespeare","Text","4166","100","56","https://www.gutenberg.org/ebooks/100","1564","1616","Shakespeare, William","1","January, 1994","1","January","1994","6","text/html,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","7.9","9.62","5.15","45905","5.2","82.65","7.6000000000000005","52.0","3.1","0.1612295008427009","0.5319494401471125","4.74","14.0","0.07","4183870","10391","62662","1138463.1","882996"
"PR","en","Criminals -- Fiction,Orphans -- Fiction,Bildungsromans,London (England) -- Fiction,Kidnapping victims -- Fiction,Boys -- Fiction","Oliver Twist","Text","4066","730","57","https://www.gutenberg.org/ebooks/730","1812","1870","Dickens, Charles","1","November, 1996","11","November","1996","6","text/html; charset=iso-8859-1,text/plain,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook","10.5","10.67","5.85","13659","6.4","79.6","8.8","27.5","3.1","0.08524467195611543","0.4930866916052946","4.87","17.0","0.06","768704","3916","8818","212969.7","157966"
"PR","en","Africa -- Fiction,Psychological fiction,Imperialism -- Fiction,Trading posts -- Fiction,Europeans -- Africa -- Fiction,Degeneration -- fiction","Heart of Darkness","Text","3957","526","58","https://www.gutenberg.org/ebooks/526","1857","1924","Conrad, Joseph","9","January 9, 2006","1","January","2006","6","text/html,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","9.0","9.8","6.68","5410","7.2","72.16","8.4","13.0","3.1","0.04865516543463206","0.5031388547876838","4.72","16.0","0.06","179060","1128","2309","51667.2","37926"
"PR","en","English literature -- History and criticism","English Literature: Its History and Its Significance for the Life of the English-Speaking World","Text","3933","10609","59","https://www.gutenberg.org/ebooks/10609","1867","1952","Long, William J. (William Joseph)","6","January 6, 2004","1","January","2004","8","text/html; charset=iso-8859-1,text/plain,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook","15.0","13.12","6.31","20473","11.1","56.59","11.200000000000001","19.0","8.8","0.161227693729917","0.47428246508787136","5.19","23.0","0.04","1095489","9421","8806","313941.6","210885"
"PS","en","Short stories;United States -- History -- Civil War, 1861-1865 -- Fiction;Prisoners -- Fiction","An Occurrence at Owl Creek Bridge","Text","3850","375","60","https://www.gutenberg.org/ebooks/375","1842","1913","Bierce, Ambrose","19","March 19, 2008","3","March","2008","7","text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook","10.8","10.91","7.65","740","7.9","70.13","9.200000000000001","10.5","3.1","0.05319318393470936","0.47741535018653686","4.86","18.0","0.05","18193","102","200","5162.4","3744"
"JC","en","Toleration -- Early works to 1800,Liberty -- Early works to 1800,Political science -- Early works to 1800","Second Treatise of Government","Text","3842","7370","61","https://www.gutenberg.org/ebooks/7370","1632","1704","Locke, John","1","January, 2005","1","January","2005","7","text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain","27.9","10.98","7.64","4737","22.0","33.59","23.6","7.0","8.8","0.1282687278468411","0.5010064127308006","4.72","54.0","0.02","266846","2015","1043","80451.0","56543"
"BS","en","Bible","The King James Version of the Bible","Text","3776","10","62","https://www.gutenberg.org/ebooks/10","0","0","Unknown","2","March 2, 2011","3","March","2011","7","text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook","13.6","9.06","1.74","20764","9.1","77.91","12.8","7.5","3.1","0.11573526589564455","0.5157096435810404","4.49","27.0","0.04","3684178","9815","29667","991401.3","821130"
"HQ","en","Pornography,Sex addicts -- Biography,Erotic literature","My Secret Life, Volumes I. to III.: 1888 Edition","Text","3765","30360","63","https://www.gutenberg.org/ebooks/30360","0","0","Anonymous","1","January 1, 1888","1","January","1888","8","text/plain,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/html; charset=us-ascii","8.0","7.72","5.41","14622","6.8","78.59","9.200000000000001","8.5","3.1","0.04672881965553007","0.4668574404642869","4.31","18.0","0.05","1124639","3737","14292","328711.5","260851"
"PZ,PS","en","Fantasy,Oz (Imaginary place) -- Fiction","The Wonderful Wizard of Oz","Text","3704","55","64","https://www.gutenberg.org/ebooks/55","1856","1919","Baum, L. Frank (Lyman Frank)","1","July 1, 2008","7","July","2008","7","text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain","8.7","8.47","5.48","2376","5.6","87.05","9.200000000000001","1.5","3.1","0.1229120952124936","0.517479858012894","4.44","18.0","0.05","175909","205","2152","49077.9","39588"
"JC","en","Liberty","On Liberty","Text","3683","34901","65","https://www.gutenberg.org/ebooks/34901","1806","1873","Mill, John Stuart","10","January 10, 2011","1","January","2011","8","text/plain; charset=us-ascii,text/plain,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook","20.5","12.66","7.39","6481","16.2","43.4","16.400000000000002","11.0","11.2","0.1137606823079467","0.48822027532369205","5.06","36.0","0.03","263422","3273","1439","80190.9","52040"
"PR","en","Detective and mystery stories;Holmes, Sherlock (Fictitious character) -- Fiction;Private investigators -- England -- Fiction;Blessing and cursing -- Fiction;Dogs -- Fiction;Dartmoor (England) -- Fiction","The Hound of the Baskervilles","Text","3677","2852","66","https://www.gutenberg.org/ebooks/2852","1859","1930","Doyle, Arthur Conan","1","October, 2001","10","October","2001","6","text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","8.0","8.99","5.84","5482","5.6","81.63","8.0","5.5","3.1","0.06625768484988138","0.495383983104905","4.58","15.0","0.06","270731","1301","3768","77996.7","59122"
"PR","en","Male friendship -- Fiction;Thames River (England) -- Fiction;Boats and boating -- England -- Thames River -- Fiction;Dogs -- Fiction;Humorous stories, English;Young men -- Travel -- England -- Thames River -- Fiction","Three Men in a Boat","Text","3647","308","67","https://www.gutenberg.org/ebooks/308","1859","1927","Jerome, Jerome K. (Jerome Klapka)","19","October 19, 2010","10","October","2010","7","text/html,text/plain; charset=utf-8,text/plain; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","10.0","9.34","6.18","6772","7.2","77.57","9.600000000000001","4.0","3.1","0.06767916178700085","0.4749958644650665","4.59","19.0","0.05","306930","1271","3401","86480.1","66828"
