"Dimensions.Height","Dimensions.Length","Dimensions.Width","Engine Information.Driveline","Engine Information.Engine Type","Engine Information.Hybrid","Engine Information.Number of Forward Gears","Engine Information.Transmission","Fuel Information.City mpg","Fuel Information.Fuel Type","Fuel Information.Highway mpg","Identification.Classification","Identification.ID","Identification.Make","Identification.Model Year","Identification.Year","Engine Information.Engine Statistics.Horsepower","Engine Information.Engine Statistics.Torque"
"152","240","57","Front-wheel drive","Honda 2.4L 4 cylinder 190 hp 162 ft-lbs","True","5","5 Speed Manual","22","Gasoline","31","Manual transmission","2010 Honda Accord LX-S Coup","Honda","2010 Honda Accord Coupe","2010","190","162"
"45","150","57","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","6","6 Speed Manual","18","Gasoline","25","Manual transmission","2011 Nissan 370Z Roadster","Nissan","2011 Nissan 370Z Roadster","2011","332","270"
"45","150","57","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","7","7 Speed Automatic Select Shift","18","Gasoline","25","Automatic transmission","2011 Nissan 370Z Roadster AT","Nissan","2011 Nissan 370Z Roadster","2011","332","270"
"45","150","57","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","6","6 Speed Manual","18","Gasoline","25","Manual transmission","2011 Nissan 370Z Touring Roadster","Nissan","2011 Nissan 370Z Roadster","2011","332","270"
"45","150","57","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","7","7 Speed Automatic Select Shift","18","Gasoline","25","Automatic transmission","2011 Nissan 370Z Touring Roadster AT","Nissan","2011 Nissan 370Z Roadster","2011","332","270"
"45","150","57","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","6","6 Speed Manual","18","Gasoline","25","Manual transmission","2010 Nissan 370Z Touring Roadster","Nissan","2010 Nissan 370Z Roadster","2010","332","270"
"45","150","57","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","6","6 Speed Manual","18","Gasoline","25","Manual transmission","2010 Nissan 370Z Roadster","Nissan","2010 Nissan 370Z Roadster","2010","332","270"
"45","150","57","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","7","7 Speed Automatic Select Shift","18","Gasoline","25","Automatic transmission","2010 Nissan 370Z Roadster AT","Nissan","2010 Nissan 370Z Roadster","2010","332","270"
"45","150","57","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","7","7 Speed Automatic Select Shift","18","Gasoline","25","Automatic transmission","2010 Nissan 370Z Touring Roadster AT","Nissan","2010 Nissan 370Z Roadster","2010","332","270"
"143","196","203","Front-wheel drive","Audi 2.0L 4 cylinder 200 hp 207 ft-lbs Turbo","True","6","6 Speed Manual","21","Gasoline","30","Manual transmission","2011 Audi A3 2.0 T","Audi","2011 Audi A3","2011","200","207"
"35","150","52","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","6","6 Speed Manual","18","Gasoline","26","Manual transmission","2011 Nissan 370Z Coupe","Nissan","2011 Nissan 370Z Coupe","2011","332","270"
"35","150","52","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","6","6 Speed Manual","18","Gasoline","26","Manual transmission","2011 Nissan 370Z Touring Coupe","Nissan","2011 Nissan 370Z Coupe","2011","332","270"
"35","150","52","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","7","7 Speed Automatic Select Shift","19","Gasoline","26","Automatic transmission","2011 Nissan 370Z Touring Coupe AT","Nissan","2011 Nissan 370Z Coupe","2011","332","270"
"35","150","52","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","6","6 Speed Manual","18","Gasoline","26","Manual transmission","2011 Nissan 370Z Touring Coupe","Nissan","2011 Nissan 370Z Coupe","2011","332","270"
"143","196","203","Front-wheel drive","Audi 2.0L 4 cylinder 200 hp 207 ft-lbs Turbo","True","6","6 Speed Manual","21","Gasoline","30","Manual transmission","2010 Audi A3 2.0 T","Audi","2010 Audi A3","2010","200","207"
"35","150","52","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","7","7 Speed Automatic Select Shift","19","Gasoline","26","Automatic transmission","2010 Nissan 370Z Touring Coupe AT","Nissan","2010 Nissan 370Z Coupe","2010","332","270"
"35","150","52","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","6","6 Speed Manual","18","Gasoline","26","Manual transmission","2010 Nissan 370Z Coupe","Nissan","2010 Nissan 370Z Coupe","2010","332","270"
"35","150","52","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","6","6 Speed Manual","18","Gasoline","26","Manual transmission","2010 Nissan 370Z Touring Coupe","Nissan","2010 Nissan 370Z Coupe","2010","332","270"
"35","150","52","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","7","7 Speed Automatic Select Shift","19","Gasoline","26","Automatic transmission","2010 Nissan 370Z Coupe AT","Nissan","2010 Nissan 370Z Coupe","2010","332","270"
"147","95","248","All-wheel drive","Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo","True","6","6 Speed Manual","21","Gasoline","31","Manual transmission","2012 Audi A4 Sedan 2.0 T Quattro","Audi","2012 Audi A4 Sedan","2012","211","258"
"147","95","248","All-wheel drive","Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo","True","8","8 Speed Automatic Select Shift","21","Gasoline","29","Automatic transmission","2012 Audi A4 Sedan 2.0 T Quattro AT","Audi","2012 Audi A4 Sedan","2012","211","258"
"147","95","214","All-wheel drive","Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo","True","6","6 Speed Manual","21","Gasoline","31","Manual transmission","2011 Audi A4 Sedan 2.0 T Quattro","Audi","2011 Audi A4 Sedan","2011","211","258"
"147","95","214","All-wheel drive","Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo","True","8","8 Speed Automatic Select Shift","21","Gasoline","29","Automatic transmission","2011 Audi A4 Sedan 2.0 T Quattro AT","Audi","2011 Audi A4 Sedan","2011","211","258"
"193","57","186","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","29","Gasoline","38","Manual transmission","2012 Ford Fiesta S Sedan","Ford","2012 Ford Fiesta Sedan","2012","120","112"
"193","57","186","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","29","Gasoline","38","Manual transmission","2012 Ford Fiesta SE Sedan","Ford","2012 Ford Fiesta Sedan","2012","120","112"
"193","57","186","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","29","Gasoline","38","Manual transmission","2012 Ford Fiesta SEL Sedan","Ford","2012 Ford Fiesta Sedan","2012","120","112"
"193","57","160","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","38","Gasoline","37","Manual transmission","2011 Ford Fiesta Sedan S","Ford","2011 Ford Fiesta Sedan","2011","120","112"
"193","57","160","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","28","Gasoline","37","Manual transmission","2011 Ford Fiesta Sedan SE","Ford","2011 Ford Fiesta Sedan","2011","120","112"
"193","57","160","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","28","Gasoline","37","Manual transmission","2011 Ford Fiesta Sedan SEL","Ford","2011 Ford Fiesta Sedan","2011","120","112"
"167","168","247","Front-wheel drive","Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo","True","5","5 Speed Automatic","21","Gasoline","30","Automatic transmission","2011 Volvo C30 R-Design AT","Volvo","2011 Volvo C30","2011","227","236"
"167","168","247","Front-wheel drive","Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo","True","6","6 Speed Manual","21","Gasoline","29","Manual transmission","2011 Volvo C30 R-Design","Volvo","2011 Volvo C30","2011","227","236"
"167","155","247","Front-wheel drive","Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo","True","5","5 Speed Automatic","21","Gasoline","30","Automatic transmission","2010 Volvo C30 R-Design AT","Volvo","2010 Volvo C30","2010","227","236"
"167","155","247","Front-wheel drive","Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo","True","6","6 Speed Manual","21","Gasoline","29","Manual transmission","2010 Volvo C30 R-Design","Volvo","2010 Volvo C30","2010","227","236"
"147","95","34","All-wheel drive","Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo","True","6","6 Speed Automatic Select Shift","21","Gasoline","27","Automatic transmission","2010 Audi A4 Sedan 2.0 T Quattro AT","Audi","2010 Audi A4 Sedan","2010","211","258"
"147","95","34","All-wheel drive","Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo","True","6","6 Speed Manual","22","Gasoline","30","Manual transmission","2010 Audi A4 Sedan 2.0 T Quattro","Audi","2010 Audi A4 Sedan","2010","211","258"
"172","123","234","Front-wheel drive","Volvo 2.4L 5 Cylinder 168 hp 166 ft-lbs","True","5","5 Speed Automatic","21","Gasoline","29","Automatic transmission","2010 Volvo S40 2.4i AT","Volvo","2010 Volvo S40","2010","168","170"
"190","123","234","All-wheel drive","Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo","True","5","5 Speed Automatic","20","Gasoline","27","Automatic transmission","2010 Volvo S40 R-Design AT AWD","Volvo","2010 Volvo S40","2010","227","236"
"156","95","248","All-wheel drive","Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo","True","8","8 Speed Automatic Select Shift","21","Gasoline","29","Automatic transmission","2012 Audi A4 Avant 2.0 T","Audi","2012 Audi A4 Avant","2012","211","258"
"156","95","214","All-wheel drive","Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo","True","8","8 Speed Automatic Select Shift","21","Gasoline","29","Automatic transmission","2011 Audi A4 Avant 2.0 T","Audi","2011 Audi A4 Avant","2011","211","258"
"155","95","34","All-wheel drive","Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo","True","6","6 Speed Automatic Select Shift","23","Gasoline","30","Automatic transmission","2010 Audi A4 Avant 2.0 T","Audi","2010 Audi A4 Avant","2010","211","258"
"152","240","57","Front-wheel drive","Honda 2.4L 4 cylinder 190 hp 162 ft-lbs","True","5","5 Speed Manual","23","Gasoline","32","Manual transmission","2011 Honda Accord EX Coup","Honda","2011 Honda Accord Coup","2011","190","162"
"152","240","57","Front-wheel drive","Honda 2.4L 4 cylinder 190 hp 162 ft-lbs","True","5","5 Speed Automatic","22","Gasoline","33","Automatic transmission","2011 Honda Accord LX-S Coup AT","Honda","2011 Honda Accord Coup","2011","190","162"
"152","240","57","Front-wheel drive","Honda 3.5L 6 Cylinder 271hp 251 ft-lbs","True","6","6 Speed Manual","17","Gasoline","26","Manual transmission","2011 Honda Accord EX-L V-6 Coup","Honda","2011 Honda Accord Coup","2011","271","251"
"152","240","57","Front-wheel drive","Honda 2.4L 4 cylinder 190 hp 162 ft-lbs","True","5","5 Speed Manual","23","Gasoline","32","Manual transmission","2011 Honda Accord LX-S Coup","Honda","2011 Honda Accord Coup","2011","190","162"
"152","240","57","Front-wheel drive","Honda 3.5L 6 Cylinder 271hp 251 ft-lbs","True","5","5 Speed Automatic","19","Gasoline","29","Automatic transmission","2011 Honda Accord EX-L V-6 Coup AT","Honda","2011 Honda Accord Coup","2011","271","251"
"152","240","57","Front-wheel drive","Honda 2.4L 4 cylinder 190 hp 162 ft-lbs","True","5","5 Speed Automatic","22","Gasoline","33","Automatic transmission","2011 Honda Accord EX Coup AT","Honda","2011 Honda Accord Coup","2011","190","162"
"152","240","57","Front-wheel drive","Honda 2.4L 4 cylinder 190 hp 162 ft-lbs","True","5","5 Speed Automatic","22","Gasoline","33","Automatic transmission","2011 Honda Accord EX-L Coup","Honda","2011 Honda Accord Coup","2011","190","162"
"193","226","186","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","29","Gasoline","38","Manual transmission","2012 Ford Fiesta SE Hatchback","Ford","2012 Ford Fiesta Hatchback","2012","120","112"
"193","226","186","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","29","Gasoline","38","Manual transmission","2012 Ford Fiesta SES Hatchback","Ford","2012 Ford Fiesta Hatchback","2012","120","112"
"193","226","160","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","28","Gasoline","37","Manual transmission","2011 Ford Fiesta Hatchback SE","Ford","2011 Ford Fiesta Hatchback","2011","120","112"
"193","226","160","Front-wheel drive","Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs","True","5","5 Speed Manual","28","Gasoline","37","Manual transmission","2011 Ford Fiesta Hatchback SES","Ford","2011 Ford Fiesta Hatchback","2011","120","112"
"58","66","54","Front-wheel drive","Honda 2.4L 4 cylinder 177 hp 161 ft-lbs","True","5","5 Speed Manual","22","Gasoline","31","Manual transmission","2010 Honda Accord LX Sedan","Honda","2010 Honda Accord Sedan","2010","177","161"
"195","66","54","Front-wheel drive","Honda 2.4L 4 cylinder 177 hp 161 ft-lbs","True","5","5 Speed Automatic","21","Gasoline","31","Automatic transmission","2010 Honda Accord LX Sedan AT","Honda","2010 Honda Accord Sedan","2010","177","161"
"195","66","54","Front-wheel drive","Honda 2.4L 4 cylinder 177 hp 161 ft-lbs","True","5","5 Speed Manual","22","Gasoline","31","Manual transmission","2010 Honda Accord LX-P Sedan","Honda","2010 Honda Accord Sedan","2010","177","161"
"195","66","54","Front-wheel drive","Honda 2.4L 4 cylinder 177 hp 161 ft-lbs","True","5","5 Speed Automatic","21","Gasoline","31","Automatic transmission","2010 Honda Accord LX-P Sedan AT","Honda","2010 Honda Accord Sedan","2010","177","161"
"195","66","54","Front-wheel drive","Honda 2.4L 4 cylinder 190 hp 162 ft-lbs","True","5","5 Speed Manual","22","Gasoline","31","Manual transmission","2010 Honda Accord EX Sedan","Honda","2010 Honda Accord Sedan","2010","190","162"
"195","66","54","Front-wheel drive","Honda 2.4L 4 cylinder 190 hp 162 ft-lbs","True","5","5 Speed Automatic","21","Gasoline","31","Automatic transmission","2010 Honda Accord EX Sedan AT","Honda","2010 Honda Accord Sedan","2010","190","162"
"195","66","54","Front-wheel drive","Honda 2.4L 4 cylinder 190 hp 162 ft-lbs","True","5","5 Speed Manual","22","Gasoline","31","Manual transmission","2010 Honda Accord EX-L Sedan","Honda","2010 Honda Accord Sedan","2010","190","162"
"195","66","54","Front-wheel drive","Honda 2.4L 4 cylinder 190 hp 162 ft-lbs","True","5","5 Speed Automatic","21","Gasoline","31","Automatic transmission","2010 Honda Accord EX-L Sedan AT","Honda","2010 Honda Accord Sedan","2010","190","162"
"195","71","54","Front-wheel drive","Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs","True","5","5 Speed Automatic","19","Gasoline","29","Automatic transmission","2010 Honda Accord EX V-6 Sedan","Honda","2010 Honda Accord Sedan","2010","271","254"
"206","155","57","Front-wheel drive","Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","29","Automatic transmission","2011 Toyota Avalon","Toyota","2011 Toyota Avalon","2011","268","248"
"206","155","57","Front-wheel drive","Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","29","Automatic transmission","2011 Toyota Avalon Limited","Toyota","2011 Toyota Avalon","2011","268","248"
"35","150","57","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","7","7 Speed Automatic","18","Gasoline","26","Automatic transmission","2009 Nissan 370Z Coupe AT","Nissan","2009 Nissan 370Z Coupe","2009","332","270"
"35","150","57","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","7","7 Speed Automatic Select Shift","18","Gasoline","26","Automatic transmission","2009 Nissan 370Z Touring Coupe AT","Nissan","2009 Nissan 370Z Coupe","2009","332","270"
"35","150","57","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","6","6 Speed Manual","18","Gasoline","26","Manual transmission","2009 Nissan 370Z Touring Coupe","Nissan","2009 Nissan 370Z Coupe","2009","332","270"
"35","150","57","Rear-wheel drive","Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs","True","6","6 Speed Manual","18","Gasoline","26","Manual transmission","2009 Nissan 370Z Coupe","Nissan","2009 Nissan 370Z Coupe","2009","332","270"
"205","155","57","Front-wheel drive","Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","19","Gasoline","28","Automatic transmission","2010 Toyota Avalon XL","Toyota","2010 Toyota Avalon","2010","268","248"
"206","155","57","Front-wheel drive","Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","19","Gasoline","28","Automatic transmission","2010 Toyota Avalon XLS","Toyota","2010 Toyota Avalon","2010","268","248"
"206","155","57","Front-wheel drive","Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","19","Gasoline","28","Automatic transmission","2010 Toyota Avalon Limited","Toyota","2010 Toyota Avalon","2010","268","248"
"191","198","29","Front-wheel drive","Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs","True","6","6 Speed Manual","22","Gasoline","33","Manual transmission","2011 Toyota Camry","Toyota","2011 Toyota Camry","2011","169","167"
"191","198","29","Front-wheel drive","Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs","True","6","6 Speed Automatic Select Shift","22","Gasoline","32","Automatic transmission","2011 Toyota Camry AT","Toyota","2011 Toyota Camry","2011","169","167"
"191","198","29","Front-wheel drive","Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs","True","6","6 Speed Manual","22","Gasoline","33","Manual transmission","2011 Toyota Camry LE","Toyota","2011 Toyota Camry","2011","169","167"
"191","198","29","Front-wheel drive","Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs","True","6","6 Speed Automatic Select Shift","22","Gasoline","32","Automatic transmission","2011 Toyota Camry LE AT","Toyota","2011 Toyota Camry","2011","169","167"
"191","198","29","Front-wheel drive","Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","29","Automatic transmission","2011 Toyota Camry LE V6","Toyota","2011 Toyota Camry","2011","268","248"
"186","198","29","Front-wheel drive","Toyota 2.5L 4 Cylinder 179 hp 171 ft-lbs","True","6","6 Speed Manual","22","Gasoline","33","Manual transmission","2011 Toyota Camry SE","Toyota","2011 Toyota Camry","2011","179","171"
"186","198","29","Front-wheel drive","Toyota 2.5L 4 Cylinder 179 hp 171 ft-lbs","True","6","6 Speed Automatic Select Shift","22","Gasoline","32","Automatic transmission","2011 Toyota Camry SE AT","Toyota","2011 Toyota Camry","2011","179","171"
"186","198","29","Front-wheel drive","Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","29","Automatic transmission","2011 Toyota Camry SE V6","Toyota","2011 Toyota Camry","2011","268","248"
"191","198","29","Front-wheel drive","Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs","True","6","6 Speed Automatic Select Shift","22","Gasoline","32","Automatic transmission","2011 Toyota Camry XLE","Toyota","2011 Toyota Camry","2011","169","167"
